timestamp,power,power_norm,label
2016-01-01 00:00:00,16750.105078,0.12165656284226786,0
2016-01-01 00:15:00,17040.387597333334,0.12654341090455798,0
2016-01-01 00:30:00,16303.122722,0.11413170442050327,0
2016-01-01 00:45:00,15957.656152000001,0.10831584391995455,0
2016-01-01 01:00:00,14074.615852666666,0.07661523769969364,0
2016-01-01 01:15:00,12734.443293333334,0.05405370113265032,0
2016-01-01 01:30:00,12819.626790666665,0.05548774824591954,0
2016-01-01 01:45:00,11975.802783333334,0.041282140121044614,0
2016-01-01 02:00:00,12777.560612666666,0.05477957256617361,0
2016-01-01 02:15:00,12930.896353333334,0.05736094904339875,0
2016-01-01 02:30:00,14707.061426,0.08726233223244753,0
2016-01-01 02:45:00,14939.394629999999,0.09117361517976577,0
2016-01-01 03:00:00,16872.226562666667,0.12371245357271168,0
2016-01-01 03:15:00,17909.59707,0.14117637825299015,0
2016-01-01 03:30:00,28513.62102866667,0.31969299735185663,0
2016-01-01 03:45:00,34941.341146,0.4279023778976542,0
2016-01-01 04:00:00,34313.03535133333,0.4173249757094547,0
2016-01-01 04:15:00,33546.50585933333,0.404420605266235,0
2016-01-01 04:30:00,38352.12031133333,0.48532216188357424,0
2016-01-01 04:45:00,39816.42461,0.5099734314156716,0
2016-01-01 05:00:00,39111.699088,0.4981095184265555,0
2016-01-01 05:15:00,40138.894922,0.5154021545195031,0
2016-01-01 05:30:00,40375.09049466667,0.5193784596695978,0
2016-01-01 05:45:00,41160.74596266667,0.5326048120873769,0
2016-01-01 06:00:00,42328.59179666666,0.5522652627546902,0
2016-01-01 06:15:00,42326.507423333336,0.5522301727471747,0
2016-01-01 06:30:00,44358.60468933333,0.5864401231415137,0
2016-01-01 06:45:00,43296.78164066667,0.5685645448263306,0
2016-01-01 07:00:00,41596.93307266667,0.5399479347052831,0
2016-01-01 07:15:00,42741.922527333336,0.5592236028052117,0
2016-01-01 07:30:00,43289.68151066666,0.5684450155601102,0
2016-01-01 07:45:00,42542.97122466667,0.5558742974796289,0
2016-01-01 08:00:00,42187.897785333334,0.5498967072583444,0
2016-01-01 08:15:00,40803.110678000005,0.526584093713106,0
2016-01-01 08:30:00,41187.76393066666,0.5330596541662971,0
2016-01-01 08:45:00,40838.889192,0.5271864178289847,0
2016-01-01 09:00:00,33268.420507999996,0.3997390940838339,0
2016-01-01 09:15:00,32855.090820000005,0.39278077158639724,0
2016-01-01 09:30:00,32170.291990666665,0.3812523204765206,0
2016-01-01 09:45:00,31361.551627999997,0.36763733848149704,0
2016-01-01 10:00:00,31959.686977999998,0.37770682727761096,0
2016-01-01 10:15:00,30680.477604666667,0.35617159373446083,0
2016-01-01 10:30:00,30383.232551999998,0.35116753281826973,0
2016-01-01 10:45:00,27941.415168666666,0.31006002632558194,0
2016-01-01 11:00:00,27676.699740666667,0.3056035951241749,0
2016-01-01 11:15:00,26116.092578666667,0.27933108617967917,0
2016-01-01 11:30:00,26396.849478,0.28405757233748385,0
2016-01-01 11:45:00,26809.619206666666,0.2910064680317176,0
2016-01-01 12:00:00,24648.922068666667,0.2546315645539573,0
2016-01-01 12:15:00,24292.405469333335,0.24862967902317304,0
2016-01-01 12:30:00,23021.034180000002,0.227226398054003,0
2016-01-01 12:45:00,22094.481445333335,0.2116280683770583,0
2016-01-01 13:00:00,21453.96595066667,0.20084511833526034,0
2016-01-01 13:15:00,20750.333724000004,0.18899961075406715,0
2016-01-01 13:30:00,21382.32714933333,0.19963909346581724,0
2016-01-01 13:45:00,22805.697850666667,0.22360125408680845,0
2016-01-01 14:00:00,22672.175,0.22135342364372693,0
2016-01-01 14:15:00,22607.977734,0.2202726755308991,0
2016-01-01 14:30:00,22066.05729,0.21114955341607497,0
2016-01-01 14:45:00,21337.34303333333,0.1988817948843756,0
2016-01-01 15:00:00,20428.56224,0.18358265227962325,0
2016-01-01 15:15:00,20407.775260666665,0.18323270764668678,0
2016-01-01 15:30:00,20941.86517,0.1922240042790452,0
2016-01-01 15:45:00,20267.005144666666,0.18086287094352313,0
2016-01-01 16:00:00,20567.017839333334,0.18591352455835788,0
2016-01-01 16:15:00,20584.408464,0.18620629224085386,0
2016-01-01 16:30:00,20218.159244,0.18004055999082805,0
2016-01-01 16:45:00,22219.89772133333,0.2137394262595715,0
2016-01-01 17:00:00,22372.423242,0.2163071628454036,0
2016-01-01 17:15:00,23156.950456,0.22951452133310943,0
2016-01-01 17:30:00,23085.30254,0.228308343020079,0
2016-01-01 17:45:00,23407.26946666667,0.23372859173266422,0
2016-01-01 18:00:00,23517.791210666666,0.2355892031526964,0
2016-01-01 18:15:00,21698.753255333333,0.20496606357244104,0
2016-01-01 18:30:00,23298.866927333333,0.23190365669866678,0
2016-01-01 18:45:00,23242.093294000002,0.23094788395464713,0
2016-01-01 19:00:00,22596.768227333334,0.22008396573170405,0
